job_size_sqft,num_rooms,num_heavy_items,num_light_items,distance_km,floor_number,has_elevator,past_avg_hours,past_avg_crew_size,crew_size,hours_required
2556,7,3,37,6.113528643244759,9,True,2.7744714822912164,2.8289770828236307,2,2.0
1186,1,2,5,22.379128806754064,3,False,5.952600242045961,2.659098311402296,2,4.12731306033268
2798,8,6,44,7.408689504100064,7,True,3.271995266196443,2.9787210390963414,2,3.384285820824801
2078,7,9,20,11.84877388182558,0,False,3.661512476422304,3.1408960657230303,2,4.064932982970566
1768,7,8,31,8.692830890118126,8,True,2.6929803079998442,1.7708551373102226,2,2.766682942795164
1917,6,4,21,5.304399334371169,4,False,4.152004097430287,1.494128358966432,2,3.9100118975333737
2119,6,7,25,1.137206418713744,3,True,3.802335664526801,2.0819775670850564,2,2.0
419,3,3,11,12.940356546482654,9,True,2.0703174464002445,2.1629317788891225,2,2.061878769890042
747,4,0,22,12.838024502017884,9,True,1.6692231292868234,1.2635464396430733,2,2.763423248425558
1085,4,3,18,21.821592787505303,4,True,4.428584038679246,2.3970121078139166,2,4.042332458512692
666,1,1,5,5.348600666022079,1,False,2.402403881034293,1.479594490711364,2,2.3177233126841834
1706,5,5,26,27.491388171053693,8,True,2.9956772610207305,2.7955673383580435,3,3.033337641926115
2438,7,2,30,12.334442622746637,10,True,2.4079192334155413,2.3717343231426224,2,2.6753145078573586
2394,5,5,15,16.37896492554105,10,True,4.0709105326587665,2.2373468285312255,2,2.0
1807,6,2,24,2.514138423832475,5,True,1.5,2.037513088683983,2,2.0
3036,8,9,25,7.9506751310047,6,True,1.5,2.1212249590236967,2,2.0
2108,7,5,27,19.562738553253816,1,False,3.023750894364788,2.32821161193292,2,3.6234445600745477
553,3,2,6,2.465820650441948,3,False,2.0617009909007478,1.6986744985905906,2,2.551818293345021
2747,8,6,33,1.0,8,True,3.3743127464027234,2.1640551602667837,2,4.640182274745044
2138,6,4,23,5.00149161674355,9,True,2.7636469501397447,1.9978935132301832,2,2.952470767501706
2331,7,6,28,22.56196235388172,4,True,3.7038616269883633,2.069252004210161,2,2.0906056401739694
2109,5,5,15,17.529276929143688,11,True,3.0116109930973347,2.578941943760387,2,4.282261001935568
2071,5,3,26,7.332288286867988,3,False,1.5,2.1437221955759265,2,2.0
589,3,2,12,4.2830975647489105,8,True,2.745644866600011,2.7120412652316266,2,2.0
2089,7,8,33,10.991792427040581,8,False,1.7992163256010236,1.7525785545418406,2,2.0
2843,7,6,32,17.56280630744461,7,True,1.6183523602443737,1.9537186931082207,2,2.0
1272,5,4,27,12.332246207795158,4,True,3.080006928021083,1.239256650584441,2,2.0
2229,6,8,25,19.33373694687528,8,False,1.5,1.5187698016582698,2,2.0
398,1,2,5,19.404544579424275,2,True,1.5,1.8130296130220105,2,2.034428503971508
1411,4,6,14,10.283652146408857,9,True,2.8006606894283865,2.237027645626883,2,2.0
1697,6,5,26,12.80613034533886,7,True,2.594232124033816,1.7500161756178108,2,2.6549284985096104
3444,8,10,30,8.687716855931209,4,False,2.8527373798862317,1.4550966468090776,2,2.966953662501135
986,4,0,20,1.3008521781503268,4,False,1.5,2.1722720903683657,2,2.0
1184,4,7,18,8.908063175417954,1,True,1.5,2.166955631720815,3,2.2648634133944823
1607,5,5,24,2.524273694968773,0,False,1.8009611789496858,1.1852738703817325,2,2.0
3476,8,6,30,2.1796102587264072,3,False,1.5,1.5903153893191757,2,2.0
3030,8,10,39,14.929766363428955,2,False,3.956777818986627,3.1975920265544833,3,3.001242645312633
411,2,2,9,4.7472828801945735,8,False,1.935689834169784,1.564313725215212,2,2.0
1048,4,4,13,6.306956166477274,5,True,1.9223292931622566,2.048526002138926,2,2.162457138982939
2929,7,2,21,3.229183757155104,1,False,4.151698631263312,3.3749492672394577,3,3.1771545417959817
486,1,0,5,3.7477479398942086,6,True,1.5,3.235649913695167,3,2.0
3038,8,4,29,7.06777011427667,7,True,2.3856616142399583,2.8642616828577228,2,2.0
1200,4,6,15,9.35947336701187,5,False,2.102986283161319,2.0818651845635667,2,2.102209759287967
3236,7,8,27,6.742331923303297,7,True,2.8394955329392224,2.7122988211666303,2,2.0
1239,5,2,14,10.776082060193398,11,True,6.601380933328817,2.3122292836625817,2,6.163436694081152
1689,4,0,15,13.351202135124305,7,True,2.626735479368595,1.803924151040968,2,2.0
2418,8,8,39,1.6141261459822656,4,False,1.90566131054491,1.5198068234948816,2,2.4149672855115716
704,2,1,7,11.247397350381076,7,False,1.5,2.0810429286191523,2,2.0
2082,6,7,15,8.89741720541777,10,True,1.9100671934992588,1.350746508584768,2,2.0
1916,7,9,16,8.768213012305225,7,False,2.620747839760409,1.8917933390653292,2,2.0
2808,7,4,23,2.700544518157172,5,False,2.3813822856028266,1.9269656021003028,2,2.0
3487,8,4,33,5.53270072032496,1,False,2.7794723932478993,2.5900576756271483,2,2.0
2425,7,1,36,11.89727099836428,8,True,2.9757755878957286,1.6450514821070228,2,3.81577831550277
1609,5,6,20,2.32903295762613,9,True,1.5,2.22096665260581,2,2.0
1600,3,6,8,31.021750195673995,6,True,1.522267278298286,1.5141222355558068,2,2.0
1637,3,4,13,14.964209430302535,7,False,1.7752853321014155,2.4335284829810115,2,2.4247330082622085
2904,8,9,37,3.4441911656318407,1,False,1.5,2.75718563463797,2,2.20187371173644
1327,3,5,17,5.8931103729173415,11,True,3.224339546635654,1.585097824047865,2,3.4327334721938323
834,2,1,8,2.0493865105380764,5,True,2.4301090578261535,3.071966726010206,3,3.706141359048436
1369,2,0,7,15.365494959499513,10,True,1.5,3.2950908980401543,2,2.0
372,1,1,5,6.822703721810774,8,False,1.5,2.630634364090383,3,2.0
639,2,1,5,9.134553729350081,8,False,1.5,1.2730164760307985,2,2.0
588,3,2,5,7.764361780382579,3,False,1.5,2.113108018189262,2,2.0
2768,7,4,27,12.483566718015073,3,True,1.5,1.4671585849941198,2,2.0
2611,8,8,36,3.372595597566557,3,False,2.5155853235855767,3.18660684649329,3,2.0
2529,7,5,31,36.588112960537615,3,True,1.717484651834062,2.43543319822856,2,2.0
1778,4,2,17,12.490762531541142,8,True,2.6687070876586327,1.4881804437677277,2,2.557573927421754
2594,8,4,18,13.627775109445517,1,True,1.7950947832810658,1.2643917843403387,2,2.0
816,3,3,9,9.687843965349753,8,True,2.635851345065008,3.5126850683983837,3,2.0
3181,8,6,42,3.3047075795980536,1,False,2.5502498855137405,3.866918476942544,3,2.0488668955826563
1903,5,6,20,5.9428245687587955,6,False,2.530565187894471,1.84765971168586,2,2.0
3301,8,6,29,5.316555808567616,3,False,2.15089263037313,2.6920742256763543,2,2.3368004844205235
787,4,2,12,17.24851587641107,8,True,1.9637755385189872,2.8830408191146373,2,2.0
1891,5,4,15,3.6700373732226366,3,True,2.871674099543851,2.356492732937165,2,4.0513806191143145
2528,7,6,37,8.128400644679898,10,False,3.7294435344375922,2.069971938320191,2,4.431843415725407
1886,5,3,16,2.4568210819270435,10,True,4.461039695909072,2.3395261487459282,2,3.7259940543762697
1727,4,2,16,12.267453328807186,6,True,1.55314312974017,2.435023231287189,2,2.1060241059593623
831,2,2,8,4.4040590483046715,0,False,1.8934053873194994,1.0,2,2.14884785769215
1519,4,5,18,13.158227858675346,8,True,2.596719057808754,2.9413245315152956,3,2.0
1064,4,3,16,16.021088386388815,8,False,3.099608730516465,1.3455662929152243,2,2.8646992088887933
1264,5,6,21,26.344092314334628,0,False,4.648452496824975,1.548346061342093,2,4.6444336627279945
2487,7,6,20,6.966715418996369,6,True,1.75213739788324,2.1605235383670567,2,2.0
2316,6,3,16,9.594626111676721,0,False,3.4670073175031484,1.951991399586668,2,2.660646228139256
2243,7,3,23,7.686397156368866,2,False,1.5,2.0165871573885368,2,2.0
1457,4,2,17,5.811241848946606,7,True,2.3134933893851537,1.9350857099331498,2,2.0
3371,8,6,32,14.660304885877071,5,False,2.0708358432340384,2.906708697269096,3,2.3562101270136484
580,2,0,12,5.5504507067291895,7,True,2.6182937201253322,1.993663487529929,2,2.0862892785728984
1396,3,0,11,12.578029053919035,4,False,3.424853001330035,2.7814492178462373,2,2.806160454427932
677,1,0,5,1.0,3,True,3.4757428800536196,3.3238843730418677,3,3.3711492211639555
1384,5,4,20,4.380680160219061,0,False,3.043671503611641,1.5318653323191096,2,2.0
3378,8,2,39,14.941953750734738,7,True,4.289287610328188,1.7791216988962992,2,3.6031897942406923
1472,6,4,24,8.009204734517896,6,False,4.507030032157923,3.342866101092704,3,4.80240277225486
3207,8,7,32,16.462606737519053,1,False,2.2092461513471395,1.865547374696117,2,2.0
1884,6,6,24,8.185181233134099,1,True,2.251484136813727,2.2566785063188477,2,2.0
2539,8,4,31,14.17437804623901,9,True,3.565459418808071,1.9889221984667613,2,2.6218655870331875
1763,4,7,18,4.301679416340626,9,True,1.5,2.105402619450352,2,2.0
1150,1,0,6,12.7342574496246,4,False,3.0662403925162005,2.6376337637879725,2,2.0
2745,8,5,25,11.121614180526143,11,True,3.0749950983161267,2.2009294617046624,2,4.634489512593686
3401,8,4,23,7.368425381374552,6,True,6.32684492097649,2.9677702588077093,2,5.889070194030037
1143,3,3,14,14.332266722925018,6,True,2.4308468746621936,1.669412506616096,2,2.0
2792,7,5,33,15.92000102351072,11,True,5.807396533545976,1.5421324245668024,2,6.011904629232543
1135,4,4,15,13.416966552293335,7,False,2.5790924856356092,2.1990248348651313,2,2.0
2594,6,5,24,14.695529327638312,6,True,2.2626910851809994,1.8924391542789802,2,3.4514997964509444
2824,8,11,30,11.151082149548284,1,False,1.5,2.0666624323436498,2,2.0
1737,5,3,20,2.9767758612019444,6,True,1.5,2.1794829443202937,2,2.0
2658,7,3,24,8.786590727026853,3,False,1.5,1.3545820698905011,2,2.0
1171,3,2,11,7.454241018035006,1,True,4.055126613756696,1.0,2,3.0244088087225256
553,1,5,5,10.329731516332242,6,True,3.4106403333584785,2.3604926328049634,2,2.1863362175889347
608,1,2,6,16.078661859189125,0,False,1.904239381159836,1.2829012479332764,2,2.0
1730,5,12,19,13.73302049691673,11,True,2.1802609345643944,2.7450887720888932,3,2.0
3188,8,5,28,13.207713006474071,11,True,3.905405373665959,1.9131907843633695,2,2.0
708,2,0,9,1.0,8,False,1.875586273796246,1.9585143315580618,2,2.293831946218944
1758,5,4,17,7.592298859286943,10,True,1.7273143904889268,2.3911072604741577,2,2.4032721129196895
2552,7,6,21,5.816189836235152,9,True,3.450508921189519,2.3329510081030476,2,2.541288389331729
947,2,3,5,12.057216600021544,9,False,1.7050885152864752,2.119229631425143,2,2.2324662712636973
2609,8,7,38,18.775116370435182,1,False,1.5,2.2844604595107727,2,2.0
1279,5,4,21,9.887295841408578,11,True,3.333234065370634,1.4858569241633153,2,2.4673484197580207
2887,8,7,25,2.3796990524894395,2,True,5.753881334399112,1.6249244717384617,2,4.399356946538096
2153,7,4,29,8.168693559638035,1,False,2.595682289944192,3.7985282864047383,2,3.090328493213728
2050,6,5,17,1.0,10,True,1.9650137437837218,2.076215033311128,2,2.0
865,3,1,11,14.988671982877618,9,False,2.8854031961850497,2.439977650791875,2,2.0
1782,7,3,25,5.666146149745657,7,True,1.5,1.4257353293971602,2,2.0
3041,8,6,34,17.203661205682835,1,True,4.677256694692459,2.367274681740578,2,3.7416037041067676
362,1,0,5,17.574394178408802,3,True,3.447380614044966,1.8731121910852477,2,2.0
2727,8,7,35,20.05454576145247,7,False,1.7265294993937972,1.7339156660176,2,2.9612697931688894
1876,7,7,36,5.582415782358612,8,True,1.5,2.8793585201457197,2,2.0
2602,7,6,26,28.590125595014555,8,True,1.5,2.7706732050248806,2,2.0
2422,8,3,39,17.14760578088256,2,False,2.184207194092954,1.9859791216696505,2,2.7030506263783853
1682,4,5,11,5.949182773887644,8,False,1.5,2.1235522033212835,2,2.0
1287,2,1,5,18.54391718499694,1,False,4.101800322055185,1.8110070461433776,2,3.017319424601806
2307,7,4,32,5.733811806006521,3,False,1.5,2.4298029818754467,3,2.0
748,1,0,5,10.574803944606149,0,False,1.5938687379184777,2.0474786357880164,2,2.0
2169,6,3,24,12.784748996396093,10,True,2.35956264675683,2.1243330498021984,2,2.0
603,3,3,13,12.144931857300058,4,True,1.5,2.5264483900533614,2,2.251757237364417
2379,5,3,16,4.518364507266021,6,False,3.081466560042152,2.2992364273702854,2,3.0742026905820916
2311,5,6,19,19.61889154157629,0,False,2.690201736966503,1.5080643998784404,2,2.045053907922444
570,1,0,7,15.498739969499365,10,True,6.224117153648193,1.0,2,3.1272921100757936
2723,8,6,36,23.607441579127727,4,True,2.3778623765834896,1.844556443565089,2,2.0
1630,4,5,19,19.333152733616327,5,False,2.168543102381561,1.361779175895339,2,3.7501806887745373
2818,8,3,28,16.981427157228023,4,False,3.959523852698018,1.9522684262444594,2,3.2697834479253403
433,2,0,6,17.139675502441143,4,False,2.3063866950474465,2.2285702357842445,2,2.0
874,3,5,14,12.750151082189852,3,False,4.124755141854589,2.1691066132632937,2,3.6253132420333647
1880,6,5,26,7.758827849639821,10,True,2.671454998507708,1.7819600341328894,2,2.770421330196558
902,3,2,15,13.16588253012024,0,False,4.72851046642454,3.211672062114459,3,3.8502409526207497
1355,3,1,10,4.191130407978541,9,True,1.7483657582885739,2.7074355864491544,2,2.0
2413,8,9,36,18.44909142278677,3,True,2.305366298114172,2.20997607148242,2,2.0
762,1,0,5,34.12109814515168,1,False,2.980884136719292,2.19286488729341,2,2.7779447876823458
2468,8,4,27,13.536129776866554,10,True,2.6412934048790335,2.7403404415686836,3,2.5364100561180427
630,3,3,9,6.31088654383845,5,False,1.6724163444083244,2.0931093080802325,2,2.0
860,3,6,13,3.806212246461555,10,True,5.989127561060818,2.7747384498608727,2,4.872705849032171
2180,6,7,33,7.5454168184252275,0,False,6.333547080268051,1.9825223589709033,2,4.956703998350214
2839,8,6,24,17.24884860098727,0,False,4.675416854014006,1.8526836524769836,2,2.7425768662893195
845,1,2,5,12.191559509266305,10,True,2.1303214845125127,2.6232480451668696,2,2.0
1259,4,1,16,10.595483708078676,3,False,2.228360576692694,1.9357501622468745,2,2.0
3260,8,4,23,8.182868602742934,5,True,3.1661976792358475,2.316616643498784,2,2.8765052908143103
3466,8,7,26,11.590890624412635,1,False,3.8570953319848265,2.1262502724728156,2,4.645621961593308
2159,7,10,36,2.294738690762353,3,False,7.304528231692643,2.2809910900643304,2,6.4177216526778205
1730,5,5,16,6.771037334113088,6,True,1.7361121034327636,2.440755299913447,2,2.0
1409,3,4,17,6.45276256926731,0,False,2.5947724049881264,2.6606627536623835,2,2.0
2259,6,3,19,6.6871915591247415,9,True,1.5,2.5535993918795756,2,2.0
2190,6,3,24,15.301004204832672,3,True,3.3304247984753332,2.752634512685747,2,2.7601376072215595
1243,4,0,17,2.083350104997383,10,True,3.2889734827860577,1.8990232898252848,2,2.0
372,1,0,5,6.687883115033401,4,False,1.5,2.4220454046203184,3,2.0
784,3,3,13,9.346362469057842,8,True,1.5763105140462754,1.9459576304451975,2,2.0
3367,8,5,28,8.060463633691866,11,True,2.5264989541857363,3.4626832045758302,2,2.977983601623136
1638,5,5,28,8.305509186655556,7,True,4.3166874019116905,1.9783126644266515,2,4.7672926824644435
1843,7,9,31,1.972174487508417,11,True,3.365385163686149,1.0935838560991873,2,2.0
1794,3,3,13,11.385312674737474,8,True,3.901973659268122,3.3577250311168845,2,3.7525177710360333
2804,8,11,27,2.627199818344779,5,False,1.5,2.1275695719425367,2,2.418270252658341
507,1,0,6,3.634161771741926,11,True,1.5,1.6118145693404857,2,2.0
564,1,1,5,15.198417347808423,10,False,1.5,1.4462278165109692,2,2.0
1182,2,2,10,9.295188913698881,11,True,1.8484566546990553,2.1040953738304893,2,2.5744743097617944
1857,5,1,20,5.705608977144103,9,True,1.5,2.4100505001119306,2,2.4687188401497533
2447,8,6,31,28.835660732259825,1,False,4.810693478751479,2.3728391434153973,2,5.978527857937131
1870,4,1,13,6.798617464135555,9,True,1.6201041502358076,2.4849655814808322,2,2.0
1711,4,3,23,3.5267637846063957,2,True,3.1920673364493184,1.2882074311824496,2,4.233917779174414
3301,8,7,36,1.501225872969837,3,False,1.8787199529209326,1.4462080579468912,2,2.0
815,4,1,18,17.152485862464065,9,True,2.3976877366546256,2.0289780029386537,2,2.0
2129,6,7,22,14.338765294146715,8,True,2.3325994043981457,2.601224455076899,2,2.0
2035,6,2,21,8.778165005308585,0,False,4.0672727593842275,1.817877850154717,2,3.8200735774832433
1815,5,2,20,4.74938451408941,11,True,1.5,1.0,2,2.3352624412224614
2884,7,6,24,12.680379348726053,8,False,2.0529978359453005,2.4586402158873426,2,2.5258464874182476
1154,3,1,7,13.87356067901388,10,True,3.278857269063187,1.0,2,2.0
3352,8,11,23,1.0,10,True,5.090510171214863,1.7830007365840255,2,2.9546159888010175
1361,5,3,22,3.4737492396326823,6,True,2.8087845476519253,2.425430213020737,2,2.0
2044,5,4,29,15.369377012419434,3,False,3.000332050256725,3.4095688734875034,3,2.941548593368116
1966,6,3,20,2.656379176730691,0,False,1.5,1.2035664990839092,2,2.0
3019,8,6,32,6.541798750412346,8,True,3.5011809251485664,2.48373391882256,2,2.250951803089545
1704,3,0,12,8.203869201742236,4,True,2.401635801719321,2.719360049255976,2,2.5559110078512908
1210,4,6,16,4.525672116881992,5,True,3.8841901052241266,2.3621758010242893,2,4.1324273918631285
369,2,2,9,9.586684815601568,7,False,3.387176459546639,1.9123889585847358,2,2.238321423890043
1463,5,5,20,4.563174996336522,4,True,1.5,2.2675570844934145,2,3.9753258723816205
2944,8,9,29,3.494536327668536,1,False,2.3664302746321457,1.6656234326217336,2,2.4369170912395712
331,1,1,5,2.483622368286725,10,True,1.5,3.572151123690218,3,2.0
3167,8,7,23,2.4483133214126203,4,True,5.987377846399259,2.793627016136481,2,5.434399582630919
